11,12.854055,61.495,63.64,100,623.5,27.75
11.0166666666667,12.84189,60.395,66.4975,100,627.25,27.75
11.0333333333333,12.866555,59.7125,66.0575,100,633.5,27.75
11.05,12.871285,61.285,64.975,100,636,27.75
11.0666666666667,12.86723,64.4075,65.8375,100,636.5,27.75
11.0833333333333,12.84392,66,68.825,100,640,27.795
11.1,12.8425675,65.285,71.21,100,643,27.8675
11.1166666666667,12.8834475,64.9475,71.0425,100,643,27.95
11.1333333333333,12.880405,66.545,70.355,100,645.25,28
11.15,12.8523625,69.32,71.41,100,647.75,28.1325
11.1666666666667,12.8570925,70.7025,74.095,100,651.25,28.16
11.1833333333333,12.86554,70.3525,76.215,100,655,28.16
11.2,12.91385,70.3225,76.2525,100,656,28.16
11.2166666666667,12.877365,71.9875,75.9625,100,657.75,28.205
11.2333333333333,12.8672325,74.43,77.105,100,661.25,28.2775
11.25,12.896285,75.725,79.595,100,665,28.3925
11.2666666666667,12.8763525,75.6325,81.4925,100,666,28.505
11.2833333333333,12.8587875,75.905,81.7275,100,667.5,28.56
11.3,12.830745,77.5,81.765,100,669,28.56
11.3166666666667,12.8638525,79.7925,82.99,100,671.5,28.6225
11.3333333333333,12.864865,81.0025,85.3125,100,674.75,28.67
11.35,12.8425675,81.18,87.0125,100,678.5,28.745
11.3666666666667,12.8716225,81.64,87.4475,100,680.75,28.825
11.3833333333333,12.8864875,83.28,87.6675,100,682.5,28.9025
11.4,12.8804075,85.335,88.9575,100,682.5,28.97
11.4166666666667,12.9023675,86.5275,91.0225,100,685.5,28.9575
11.4333333333333,12.8976375,86.855,92.6475,100,688.5,28.92
11.45,12.901015,87.47,93.215,100,692.25,28.92
11.4666666666667,12.9047325,89.04,93.66,100,696.25,28.92
11.4833333333333,12.896285,90.9325,94.9875,100,700,28.8925
11.5,12.8952725,92.145,96.9475,100,703.75,28.81
11.5166666666667,12.91588,92.64,98.4425,100,705,28.845
11.5333333333333,12.9030425,93.42,99.1425,100,706.5,28.9475
11.55,12.902025,94.9825,99.7125,100,708,29.075
11.5666666666667,12.923985,96.7425,101.1175,100,710,29.17
11.5833333333333,12.902365,97.905,102.905,100,712.5,29.225
11.6,12.90473,98.54,104.2975,100,715.5,29.28
11.6166666666667,12.9239875,99.4225,105.11,100,717.75,29.285
11.6333333333333,12.9222975,100.955,105.745,100,721,29.36
11.65,12.95169,102.5475,107.1975,100,723.25,29.3675
11.6666666666667,12.9307425,103.745,108.8225,100,726.5,29.275
11.6833333333333,12.87804,104.455,110.1725,100,730.75,29.1975
11.7,12.9076566666667,105.143333333333,111.023333333333,100,733,29.13
11.7166666666667,12.9141875,106.9075,111.765,100,736.5,29.0475
11.7333333333333,12.905405,108.3725,113.27,100,738,28.9425
11.75,12.8861475,109.5875,114.725,100,738,28.81
11.7666666666667,12.9016875,110.3725,115.985,100,739.25,28.845
11.7833333333333,12.911825,111.3275,117.0525,100,742.5,28.975
11.8,12.92703,112.825,117.74,100,743.5,29.175
11.8166666666667,12.9067575,114.115,119.24,100,745.75,29.305
11.8333333333333,12.8881775,115.345,120.7,100,749,29.38
11.85,12.890205,116.2225,121.8175,100,752.25,29.38
11.8666666666667,12.8885125,117.1875,122.9925,100,755.5,29.355
11.8833333333333,12.881415,118.7,123.8225,100,757.75,29.33
11.9,12.900675,119.955,125.1325,100,759.25,29.33
11.9166666666667,12.9246625,121.11,126.6625,100,762.5,29.33
